claim_id,parent_stage,family_if_applicable,learner_if_applicable,seed,claim_condition,condition_met,analysis_status
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,BOT,,45,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,BOT,,46,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,DDOS,,42,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,DDOS,,43,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,DDOS,,44,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,DDOS,,45,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,DDOS,,46,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,INFILTRATION,,42,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,DESCRIPTIVE_ONLY_SUPPORT_LT_50
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,INFILTRATION,,43,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,DESCRIPTIVE_ONLY_SUPPORT_LT_50
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,INFILTRATION,,44,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,DESCRIPTIVE_ONLY_SUPPORT_LT_50
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,INFILTRATION,,45,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,DESCRIPTIVE_ONLY_SUPPORT_LT_50
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,INFILTRATION,,46,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,DESCRIPTIVE_ONLY_SUPPORT_LT_50
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,PORT_SCAN,,42,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,PORT_SCAN,,43,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,PORT_SCAN,,44,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,PORT_SCAN,,45,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,PORT_SCAN,,46,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,WEB_ATTACK,,42,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,WEB_ATTACK,,43,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,WEB_ATTACK,,44,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,WEB_ATTACK,,45,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
LEARNER_ORDER_ROC_STABILITY,STAGE28B_RANDOM_LOAO,WEB_ATTACK,,46,sign(XGB_ROC_AUC - LGBM_ROC_AUC) equals the frozen seed42 sign for the same family,True,INFERENTIAL_SUPPORT_ELIGIBLE
STAGE22_PR_RANDOM_LT_CHRONO_ON_SHARED_FINAL_HOLDOUT,STAGE22_FULL,,,42,PR_AUC_RANDOM_NATURAL < PR_AUC_CHRONOLOGICAL_NATURAL,True,DESCRIPTIVE_ROBUSTNESS_PRE_REGISTERED
STAGE22_ROC_RANDOM_LT_CHRONO_ON_SHARED_FINAL_HOLDOUT,STAGE22_FULL,,,42,ROC_AUC_RANDOM_NATURAL < ROC_AUC_CHRONOLOGICAL_NATURAL,True,DESCRIPTIVE_ROBUSTNESS_PRE_REGISTERED
STAGE22_PR_RANDOM_LT_CHRONO_ON_SHARED_FINAL_HOLDOUT,STAGE22_FULL,,,43,PR_AUC_RANDOM_NATURAL < PR_AUC_CHRONOLOGICAL_NATURAL,True,DESCRIPTIVE_ROBUSTNESS_PRE_REGISTERED
STAGE22_ROC_RANDOM_LT_CHRONO_ON_SHARED_FINAL_HOLDOUT,STAGE22_FULL,,,43,ROC_AUC_RANDOM_NATURAL < ROC_AUC_CHRONOLOGICAL_NATURAL,True,DESCRIPTIVE_ROBUSTNESS_PRE_REGISTERED
STAGE22_PR_RANDOM_LT_CHRONO_ON_SHARED_FINAL_HOLDOUT,STAGE22_FULL,,,44,PR_AUC_RANDOM_NATURAL < PR_AUC_CHRONOLOGICAL_NATURAL,True,DESCRIPTIVE_ROBUSTNESS_PRE_REGISTERED
STAGE22_ROC_RANDOM_LT_CHRONO_ON_SHARED_FINAL_HOLDOUT,STAGE22_FULL,,,44,ROC_AUC_RANDOM_NATURAL < ROC_AUC_CHRONOLOGICAL_NATURAL,True,DESCRIPTIVE_ROBUSTNESS_PRE_REGISTERED
STAGE22_PR_RANDOM_LT_CHRONO_ON_SHARED_FINAL_HOLDOUT,STAGE22_FULL,,,45,PR_AUC_RANDOM_NATURAL < PR_AUC_CHRONOLOGICAL_NATURAL,True,DESCRIPTIVE_ROBUSTNESS_PRE_REGISTERED
STAGE22_ROC_RANDOM_LT_CHRONO_ON_SHARED_FINAL_HOLDOUT,STAGE22_FULL,,,45,ROC_AUC_RANDOM_NATURAL < ROC_AUC_CHRONOLOGICAL_NATURAL,True,DESCRIPTIVE_ROBUSTNESS_PRE_REGISTERED
STAGE22_PR_RANDOM_LT_CHRONO_ON_SHARED_FINAL_HOLDOUT,STAGE22_FULL,,,46,PR_AUC_RANDOM_NATURAL < PR_AUC_CHRONOLOGICAL_NATURAL,True,DESCRIPTIVE_ROBUSTNESS_PRE_REGISTERED
STAGE22_ROC_RANDOM_LT_CHRONO_ON_SHARED_FINAL_HOLDOUT,STAGE22_FULL,,,46,ROC_AUC_RANDOM_NATURAL < ROC_AUC_CHRONOLOGICAL_NATURAL,True,DESCRIPTIVE_ROBUSTNESS_PRE_REGISTERED
